name,image_src,url,table_check,qualification,expertise
ผศ. พญ.กันต์กมล จัยสิน,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1664177039_%E0%B8%AB%E0%B8%A1%E0%B8%AD.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1216,"ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5","แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2551วุฒิบัตรสาขาจิตเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2554ปริญญาโท Cognitive Neuroscience, Institute of Cognitive Neuroscience, University College London ลอนดอน ประเทศอังกฤษ พ.ศ.2557ประกาศนียบัตร Clinical research fellowship โรคสมองเสื่อม, Dementia research centre (DRC), National Hospital for Neurology and Neurosurgery ลอนดอน ประเทศอังกฤษ พ.ศ.2558วุฒิบัตรสาขาจิตเวชผู้สูงอายุ แพทยสภา ราชวิทยาลัยจิตแพทย์เห่งประเทศไทย พ.ศ.2562",จิตเวชทั่วไป จิตเวชศาสตร์ผู้สูงอายุ
นพ.กันตณัฏฐ์ อยู่ตรีรักษ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1642500262_Kantanut.Y.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1195,"พุธ 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2560วิทยาศาสตร์การแพทย์คลินิก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2562วุฒิบัตรสาขาจิตเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2564,จิตเวชศาสตร์
รศ. พญ.กันยารัตน์ โตธนะรุ่งโรจน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587698063_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%A2%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C_%E0%B9%82%E0%B8%95%E0%B8%98%E0%B8%99%E0%B8%B0%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=123,พุธ 08:30 - 12:00 น. สัปดาห์ที่ 4,,รังสีวินิจฉัย
นพ.กัมปนาท นิ่มพูนศรี,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587713853_%E0%B8%99%E0%B8%9E.%E0%B8%81%E0%B8%B1%E0%B8%A1%E0%B8%9B%E0%B8%99%E0%B8%B2%E0%B8%97_%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%9E%E0%B8%B9%E0%B8%99%E0%B8%A8%E0%B8%A3%E0%B8%B5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=334,"พุธ 09:00 - 12:30 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 12:30 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 13:30 - 16:30 น. สัปดาห์ที่ 1,4","แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2542วุฒิบัตรสาขาศัลยศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลแพทย์ประจำบ้านต่อยอด สาขาศัลยศาสตร์ศีรษะคอ และเต้านม คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2552Certificate in Thyroid and Endoscopic thyroidectomy, Hospital of endoclinology, Hanoi, VietnamCertificate in International Fellowship Program, Seoul National University Hospital, Seoul, Republic of Korea พ.ศ. 2561","การส่องกล้องผ่าตัดต่อมไทรอยด์ , การส่องกล้องผ่าตัดมะเร็งเต้านม"
อ. พญ.กานติมา กาญจนภูมิ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1601964480_Kantima.kan.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1171,"อังคาร 15:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2555วุฒิบัตรสาขากุมารเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2561วุฒิบัตรสาขากุมารเวชศาสตร์โรคภูมิแพ้และภูมิคุ้มกัน คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2563,กุมารเวชศาสตร์โรคภูมิแพ้และภูมิคุ้มกัน
อ. พญ.กานติมา จงจิตอารี,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1676887774_%E0%B8%9E%E0%B8%8D.%E0%B8%81%E0%B8%B2%E0%B8%99%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%B2_URO.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=882,,,ศัลยกรรมระบบทางเดินปัสสาวะ
พญ.กิจติยา นรสิงห์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587719305_%E0%B8%9E%E0%B8%8D.%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%95%E0%B8%B4%E0%B8%A2%E0%B8%B2_%E0%B8%99%E0%B8%A3%E0%B8%AA%E0%B8%B4%E0%B8%87%E0%B8%AB%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=380,,,ภาพวินิจฉัยชั้นสูง
ศ.ดร. นพ.กิตติพงศ์ มณีโชติสุวรรณ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587633511_%E0%B8%A8.%E0%B8%94%E0%B8%A3.%E0%B8%99%E0%B8%9E.%E0%B8%81%E0%B8%B4%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%87%E0%B8%A8%E0%B9%8C_%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B9%82%E0%B8%8A%E0%B8%95%E0%B8%B4%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=56,,"แพทยศาสตรบัณฑิต พ.ศ.2531วุฒิบัตรสาขาอายุรศาสตร์ พ.ศ.2537วุฒิบัตรสาขาอายุรศาสตร์โรคระบบทางเดินหายใจ พ.ศ.2539Doctor of Philosophy (Ph.D.), Imperial College School of Science, Medicine and Technologyพ.ศ.2546",โรคระบบการหายใจ (Chest Medicine)
ผศ. นพ.กิตติพงษ์ พินธุโสภณ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587707076_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%81%E0%B8%B4%E0%B8%95%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C_%E0%B8%9E%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%82%E0%B8%AA%E0%B8%A0%E0%B8%93.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=241,"ศุกร์ 10:30 - 12:30 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2543วุฒิบัตรผู้เชี่ยวชาญเฉพาะทางสาขาศัลยศาสตร์ยูโร คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2550,ศัลยกรรมระบบทางเดินปัสสาวะในเด็ก
ผศ. พญ.กิติกานต์ ธนะอุดม,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1599821726_Kitikan_Thana-udom.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1170,"พุธ 15:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2554วิทยาศาสตร์การแพทย์คลินิก คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556วุฒิบัตรสาขาจิตเวชศาสตร์ คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2558ประกาศนียบัตร Research Fellow Geriatric Psychiatry มหาวิทยาลัยแคลิฟอร์เนีย ประเทศสหรัฐอเมริกา พ.ศ.2563,"Mood disorder (ซึมเศร้า,อารมณ์สองขั้ว), Geriatric psychiatry (จิตเวชผู้สูงอายุ)"
ศ. นพ.กีรติ เจริญชลวานิช,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587704309_%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%81%E0%B8%B5%E0%B8%A3%E0%B8%95%E0%B8%B4_%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%8A%E0%B8%A5%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%B4%E0%B8%8A.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=197,"จันทร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,5 12:00 - 12:30 น. สัปดาห์ที่ 4 พุธ 16:30 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",ผ่าข้อวันเดียวกลับบ้าน(Same Day Surgery),ศัลยศาสตร์ออร์โธปิดิกส์
ศ. พญ.กุลกัญญา โชคไพบูลย์กิจ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587629721_%E0%B8%9E%E0%B8%8D.%E0%B8%81%E0%B8%B8%E0%B8%A5%E0%B8%81%E0%B8%B1%E0%B8%8D%E0%B8%8D%E0%B8%B2_%E0%B9%82%E0%B8%8A%E0%B8%84%E0%B9%84%E0%B8%9E%E0%B8%9A%E0%B8%B9%E0%B8%A5%E0%B8%A2%E0%B9%8C%E0%B8%81%E0%B8%B4%E0%B8%88.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=4,"พุธ 13:30 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",“โนโรไวรัส” Norovirusโรคระบาดในเด็ก,โรคติดเชื้อ
พญ.กุลชญา สุธีเชษฐ,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=899,,เฝ้าระวังศีรษะกระแทก 72 ชั่วโมง,เวชศาสตร์ฉุกเฉิน
ผศ. นพ.กุลธร เทพมงคล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587692603_%E0%B8%9C%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%81%E0%B8%B8%E0%B8%A5%E0%B8%98%E0%B8%A3_%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%87%E0%B8%84%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=88,"ศุกร์ 11:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",มะเร็ง คืออะไร? (Cancer),รังสีรักษา
รศ. พญ.กุลนุช ชาญชัยรุจิรา,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587698208_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D._%E0%B8%81%E0%B8%B8%E0%B8%A5%E0%B8%99%E0%B8%B8%E0%B8%8A_%E0%B8%8A%E0%B8%B2%E0%B8%8D%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A3%E0%B8%B8%E0%B8%88%E0%B8%B4%E0%B8%A3%E0%B8%B2.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=124,"อังคาร 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,รังสีวินิจฉัย
รศ. พญ.กุลภา ศรีสวัสดิ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587713911_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%81%E0%B8%B8%E0%B8%A5%E0%B8%A0%E0%B8%B2_%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%A7%E0%B8%B1%E0%B8%AA%E0%B8%94%E0%B8%B4%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=335,"พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,เวชศาสตร์ฟื้นฟู
พญ.กุศรินทร์ งาธนดิลก,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587711979_%E0%B8%9E%E0%B8%8D.%E0%B8%81%E0%B8%B8%E0%B8%A8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C_%E0%B8%87%E0%B8%B2%E0%B8%98%E0%B8%99%E0%B8%94%E0%B8%B4%E0%B8%A5%E0%B8%81.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=665,,เฝ้าระวังศีรษะกระแทก 72 ชั่วโมง,เวชศาสตร์ฉุกเฉิน
ผศ. พญ.กุสุมา ไชยสูตร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1612147799_Kusuma.chai.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=524,,เบาหวานป้องกันได้,อายุรศาสตร์โภชนาการคลินิก ต่อมไร้ท่อและเมตาบอลิซึม โรคเบาหวาน
รศ. นพ.เกรียงไกร ตันติวงศ์โกสีย์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587707703_%E0%B8%9C%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%84%E0%B8%81%E0%B8%A3_%E0%B8%95%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%B4%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%E0%B9%82%E0%B8%81%E0%B8%AA%E0%B8%B5%E0%B8%A2%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=257,,แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2540,"การผ่าตัดหัวใจพิการแต่กำเนิด, หลอดเลือดหัวใจตีบและลิ้นหัวใจ"
ศ.ดร. นพ.เกรียงศักดิ์ วารีแสงทิพย์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587702784_%E0%B8%A8.%E0%B8%94%E0%B8%A3.%E0%B8%99%E0%B8%9E.%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C_%E0%B8%A7%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B9%81%E0%B8%AA%E0%B8%87%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%A2%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=171,"จันทร์ 10:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 14:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์โรคไต
รศ. นพ.เกียรติศักดิ์ หงษ์คู,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587710699_Logo.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=677,"พฤหัสบดี 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5",,ศัลยศาสตร์หลอดเลือด
อ. พญ.เขมณัฏฐ์ เขมวรพงศ์,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=888,"อาทิตย์ 16:30 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5",ประจำเดือนมาไม่ปกติ บอกอะไร? (Amenorrhea),มะเร็งนรีเวชวิทยา
